Fila,n,C(n)
FLEV1,291,3
FLEV2,291,3
FLEV3,291,4
FLEV4,291,8
FLC,292,1
FLEV1,292,3
FLEV2,292,3
FLEV3,292,4
FLEV4,292,8
FLC,293,1
FLEV1,293,3
FLEV2,293,3
FLEV3,293,4
FLEV4,293,8
FLC,294,1
FLEV1,294,3
FLEV2,294,3
FLEV3,294,4
FLEV4,294,8
FLC,295,1
FLEV1,295,3
FLEV2,295,3
FLEV3,295,4
FLEV4,295,8
FLC,296,1
FLEV1,296,3
FLEV2,296,3
FLEV3,296,4
FLEV4,296,8
FLC,297,1
FLEV1,297,3
FLEV2,297,3
FLEV3,297,4
FLEV4,297,8
FLC,298,1
FLEV1,298,3
FLEV2,298,3
FLEV3,298,4
FLEV4,298,8
FLC,299,1
FLEV1,299,3
FLEV2,299,3
FLEV3,299,4
FLEV4,299,8
FLC,300,1
FLEV1,300,3
FLEV2,300,3
FLEV3,300,4
FLEV4,300,8
FLC,301,1
FLEV1,301,3
FLEV2,301,3
FLEV3,301,4
FLEV4,301,8
FLC,302,1
FLEV1,302,3
FLEV2,302,3
FLEV3,302,4
FLEV4,302,8
FLC,303,1
FLEV1,303,3
FLEV2,303,3
FLEV3,303,4
FLEV4,303,8
FLC,304,1
FLEV1,304,3
FLEV2,304,3
FLEV3,304,4
FLEV4,304,8
FLC,305,1
FLEV1,305,3
FLEV2,305,3
FLEV3,305,4
FLEV4,305,8
FLC,306,1
FLEV1,306,3
FLEV2,306,3
FLEV3,306,4
FLEV4,306,8
FLC,307,1
FLEV1,307,3
FLEV2,307,3
FLEV3,307,4
FLEV4,307,8
FLC,308,1
FLEV1,308,3
FLEV2,308,3
FLEV3,308,4
FLEV4,308,8
FLC,309,1
FLEV1,309,3
FLEV2,309,3
FLEV3,309,4
FLEV4,309,8
FLC,310,1
FLEV1,310,3
FLEV2,310,3
FLEV3,310,4
FLEV4,310,8
FLC,311,1
FLEV1,311,3
FLEV2,311,3
FLEV3,311,4
FLEV4,311,8
FLC,312,1
FLEV1,312,3
FLEV2,312,3
FLEV3,312,4
FLEV4,312,8
FLC,313,1
FLEV1,313,3
FLEV2,313,3
FLEV3,313,4
FLEV4,313,8
FLC,314,1
FLEV1,314,3
FLEV2,314,3
FLEV3,314,4
FLEV4,314,8
FLC,315,1
FLEV1,315,3
FLEV2,315,3
FLEV3,315,4
FLEV4,315,8
FLC,316,1
FLEV1,316,3
FLEV2,316,3
FLEV3,316,4
FLEV4,316,8
FLC,317,1
FLEV1,317,3
FLEV2,317,3
FLEV3,317,4
FLEV4,317,8
FLC,318,1
FLEV1,318,3
FLEV2,318,3
FLEV3,318,4
FLEV4,318,8
FLC,319,1
FLEV1,319,3
FLEV2,319,3
FLEV3,319,4
FLEV4,319,8
FLC,320,1
FLEV1,320,3
FLEV2,320,3
FLEV3,320,4
FLEV4,320,8
FLC,321,1
FLEV1,321,3
FLEV2,321,3
FLEV3,321,4
FLEV4,321,8
FLC,322,1
FLEV1,322,3
FLEV2,322,3
FLEV3,322,4
FLEV4,322,8
FLC,323,1
FLEV1,323,3
FLEV2,323,3
FLEV3,323,4
FLEV4,323,8
FLC,324,1
FLEV1,324,3
FLEV2,324,3
FLEV3,324,4
FLEV4,324,8
FLC,325,1
FLEV1,325,3
FLEV2,325,3
FLEV3,325,4
FLEV4,325,8
FLC,326,1
FLEV1,326,3
FLEV2,326,3
FLEV3,326,4
FLEV4,326,8
FLC,327,1
FLEV1,327,3
FLEV2,327,3
FLEV3,327,4
FLEV4,327,8
FLC,328,1
FLEV1,328,3
FLEV2,328,3
FLEV3,328,4
FLEV4,328,8
FLC,329,1
FLEV1,329,3
FLEV2,329,3
FLEV3,329,4
FLEV4,329,8
FLC,330,1
FLEV1,330,3
FLEV2,330,3
FLEV3,330,4
FLEV4,330,8
FLC,331,1
FLEV1,331,3
FLEV2,331,3
FLEV3,331,4
FLEV4,331,8
FLC,332,1
FLEV1,332,3
FLEV2,332,3
FLEV3,332,4
FLEV4,332,8
FLC,333,1
FLEV1,333,3
FLEV2,333,3
FLEV3,333,4
FLEV4,333,8
FLC,334,1
FLEV1,334,3
FLEV2,334,3
FLEV3,334,4
FLEV4,334,8
FLC,335,1
FLEV1,335,3
FLEV2,335,3
FLEV3,335,4
FLEV4,335,8
FLC,336,1
FLEV1,336,3
FLEV2,336,3
FLEV3,336,4
FLEV4,336,8
FLC,337,1
FLEV1,337,3
FLEV2,337,3
FLEV3,337,4
FLEV4,337,8
FLC,338,1
FLEV1,338,3
FLEV2,338,3
FLEV3,338,4
FLEV4,338,8
FLC,339,1
FLEV1,339,3
FLEV2,339,3
FLEV3,339,4
FLEV4,339,8
FLC,340,1
FLEV1,340,3
FLEV2,340,3
FLEV3,340,4
FLEV4,340,8
FLC,341,1
FLEV1,341,3
FLEV2,341,3
FLEV3,341,4
FLEV4,341,8
FLC,342,1
FLEV1,342,3
FLEV2,342,3
FLEV3,342,4
FLEV4,342,8
FLC,343,1
FLEV1,343,3
FLEV2,343,3
FLEV3,343,4
FLEV4,343,8
FLC,344,1
FLEV1,344,3
FLEV2,344,3
FLEV3,344,4
FLEV4,344,8
FLC,345,1
FLEV1,345,3
FLEV2,345,3
FLEV3,345,4
FLEV4,345,8
FLC,346,1
FLEV1,346,3
FLEV2,346,3
FLEV3,346,4
FLEV4,346,8
FLC,347,1
FLEV1,347,3
FLEV2,347,3
FLEV3,347,4
FLEV4,347,8
FLC,348,1
FLEV1,348,3
FLEV2,348,3
FLEV3,348,4
FLEV4,348,8
FLC,349,1
FLEV1,349,3
FLEV2,349,3
FLEV3,349,4
FLEV4,349,8
FLC,350,1
FLEV1,350,3
FLEV2,350,3
FLEV3,350,4
FLEV4,350,8
FLC,351,1
FLEV1,351,3
FLEV2,351,3
FLEV3,351,4
FLEV4,351,8
FLC,352,1
FLEV1,352,3
FLEV2,352,3
FLEV3,352,4
FLEV4,352,8
FLC,353,1
FLEV1,353,3
FLEV2,353,3
FLEV3,353,4
FLEV4,353,8
FLC,354,1
FLEV1,354,3
FLEV2,354,3
FLEV3,354,4
FLEV4,354,8
FLC,355,1
FLEV1,355,3
FLEV2,355,3
FLEV3,355,4
FLEV4,355,8
FLC,356,1
FLEV1,356,3
FLEV2,356,3
FLEV3,356,4
FLEV4,356,8
FLC,357,1
FLEV1,357,3
FLEV2,357,3
FLEV3,357,4
FLEV4,357,8
FLC,358,1
FLEV1,358,3
FLEV2,358,3
FLEV3,358,4
FLEV4,358,8
FLC,359,1
FLEV1,359,3
FLEV2,359,3
FLEV3,359,4
FLEV4,359,8
FLC,360,1
FLEV1,360,3
FLEV2,360,3
FLEV3,360,4
FLEV4,360,8
FLC,361,1
FLEV1,361,3
FLEV2,361,3
FLEV3,361,4
FLEV4,361,8
FLC,362,1
FLEV1,362,3
FLEV2,362,3
FLEV3,362,4
FLEV4,362,8
FLC,363,1
FLEV1,363,3
FLEV2,363,3
FLEV3,363,4
FLEV4,363,8
FLC,364,1
FLEV1,364,3
FLEV2,364,3
FLEV3,364,4
FLEV4,364,8
FLC,365,1
FLEV1,365,3
FLEV2,365,3
FLEV3,365,4
FLEV4,365,8
FLC,366,1
FLEV1,366,3
FLEV2,366,3
FLEV3,366,4
FLEV4,366,8
FLC,367,1
FLEV1,367,3
FLEV2,367,3
FLEV3,367,4
FLEV4,367,8
FLC,368,1
FLEV1,368,3
FLEV2,368,3
FLEV3,368,4
FLEV4,368,8
FLC,369,1
FLEV1,369,3
FLEV2,369,3
FLEV3,369,4
FLEV4,369,8
FLC,370,1
FLEV1,370,3
FLEV2,370,3
FLEV3,370,4
FLEV4,370,8
FLC,371,1
FLEV1,371,3
FLEV2,371,3
FLEV3,371,4
FLEV4,371,8
FLC,372,1
FLEV1,372,3
FLEV2,372,3
FLEV3,372,4
FLEV4,372,8
FLC,373,1
FLEV1,373,3
FLEV2,373,3
FLEV3,373,4
FLEV4,373,8
FLC,374,1
FLEV1,374,3
FLEV2,374,3
FLEV3,374,4
FLEV4,374,8
FLC,375,1
FLEV1,375,3
FLEV2,375,3
FLEV3,375,4
FLEV4,375,8
FLC,376,1
FLEV1,376,3
FLEV2,376,3
FLEV3,376,4
FLEV4,376,8
FLC,377,1
FLEV1,377,3
FLEV2,377,3
FLEV3,377,4
FLEV4,377,8
FLC,378,1
FLEV1,378,3
FLEV2,378,3
FLEV3,378,4
FLEV4,378,8
FLC,379,1
FLEV1,379,3
FLEV2,379,3
FLEV3,379,4
FLEV4,379,8
FLC,380,1
FLEV1,380,3
FLEV2,380,3
FLEV3,380,4
FLEV4,380,8
FLC,381,1
FLEV1,381,3
FLEV2,381,3
FLEV3,381,4
FLEV4,381,8
FLC,382,1
FLEV1,382,3
FLEV2,382,3
FLEV3,382,4
FLEV4,382,8
FLC,383,1
FLEV1,383,3
FLEV2,383,3
FLEV3,383,4
FLEV4,383,8
FLC,384,1
FLEV1,384,3
FLEV2,384,3
FLEV3,384,4
FLEV4,384,8
FLC,385,1
FLEV1,385,3
FLEV2,385,3
FLEV3,385,4
FLEV4,385,8
FLC,386,1
FLEV1,386,3
FLEV2,386,3
FLEV3,386,4
FLEV4,386,8
FLC,387,1
FLEV1,387,3
FLEV2,387,3
FLEV3,387,4
FLEV4,387,8
FLC,388,1
FLEV1,388,3
FLEV2,388,3
FLEV3,388,4
FLEV4,388,8
FLC,389,1
FLEV1,389,3
FLEV2,389,3
FLEV3,389,4
FLEV4,389,8
FLC,390,1
FLEV1,390,3
FLEV2,390,3
FLEV3,390,4
FLEV4,390,8
FLC,391,1
FLEV1,391,3
FLEV2,391,3
FLEV3,391,4
FLEV4,391,8
FLC,392,1
FLEV1,392,3
FLEV2,392,3
FLEV3,392,4
FLEV4,392,8
FLC,393,1
FLEV1,393,3
FLEV2,393,3
FLEV3,393,4
FLEV4,393,8
FLC,394,1
FLEV1,394,3
FLEV2,394,3
FLEV3,394,4
FLEV4,394,8
FLC,395,1
FLEV1,395,3
FLEV2,395,3
FLEV3,395,4
FLEV4,395,8
FLC,396,1
FLEV1,396,3
FLEV2,396,3
FLEV3,396,4
FLEV4,396,8
FLC,397,1
FLEV1,397,3
FLEV2,397,3
FLEV3,397,4
FLEV4,397,8
FLC,398,1
FLEV1,398,3
FLEV2,398,3
FLEV3,398,4
FLEV4,398,8
FLC,399,1
FLEV1,399,3
FLEV2,399,3
FLEV3,399,4
FLEV4,399,8
FLC,400,1
FLEV1,400,3
FLEV2,400,3
FLEV3,400,4
FLEV4,400,8
FLC,401,1
FLEV1,401,3
FLEV2,401,3
FLEV3,401,4
FLEV4,401,8
FLC,402,1
FLEV1,402,3
FLEV2,402,3
FLEV3,402,4
FLEV4,402,8
FLC,403,1
FLEV1,403,3
FLEV2,403,3
FLEV3,403,4
FLEV4,403,8
FLC,404,1
FLEV1,404,3
FLEV2,404,3
FLEV3,404,4
FLEV4,404,8
FLC,405,1
FLEV1,405,3
FLEV2,405,3
FLEV3,405,4
FLEV4,405,8
FLC,406,1
FLEV1,406,3
FLEV2,406,3
FLEV3,406,4
FLEV4,406,8
FLC,407,1
FLEV1,407,3
FLEV2,407,3
FLEV3,407,4
FLEV4,407,8
FLC,408,1
FLEV1,408,3
FLEV2,408,3
FLEV3,408,4
FLEV4,408,8
FLC,409,1
FLEV1,409,3
FLEV2,409,3
FLEV3,409,4
FLEV4,409,8
FLC,410,1
FLEV1,410,3
FLEV2,410,3
FLEV3,410,4
FLEV4,410,8
FLC,411,1
FLEV1,411,3
FLEV2,411,3
FLEV3,411,4
FLEV4,411,8
FLC,412,1
FLEV1,412,3
FLEV2,412,3
FLEV3,412,4
FLEV4,412,8
FLC,413,1
FLEV1,413,3
FLEV2,413,3
FLEV3,413,4
FLEV4,413,8
FLC,414,1
FLEV1,414,3
FLEV2,414,3
FLEV3,414,4
FLEV4,414,8
FLC,415,1
FLEV1,415,3
FLEV2,415,3
FLEV3,415,4
FLEV4,415,8
FLC,416,1
FLEV1,416,3
FLEV2,416,3
FLEV3,416,4
FLEV4,416,8
FLC,417,1
FLEV1,417,3
FLEV2,417,3
FLEV3,417,4
FLEV4,417,8
FLC,418,1
FLEV1,418,3
FLEV2,418,3
FLEV3,418,4
FLEV4,418,8
FLC,419,1
FLEV1,419,3
FLEV2,419,3
FLEV3,419,4
FLEV4,419,8
FLC,420,1
FLEV1,420,3
FLEV2,420,3
FLEV3,420,4
FLEV4,420,8
FLC,421,1
FLEV1,421,3
FLEV2,421,3
FLEV3,421,4
FLEV4,421,8
FLC,422,1
FLEV1,422,3
FLEV2,422,3
FLEV3,422,4
FLEV4,422,8
FLC,423,1
FLEV1,423,3
FLEV2,423,3
FLEV3,423,4
FLEV4,423,8
FLC,424,1
FLEV1,424,3
FLEV2,424,3
FLEV3,424,4
FLEV4,424,8
FLC,425,1
FLEV1,425,3
FLEV2,425,3
FLEV3,425,4
FLEV4,425,8
FLC,426,1
FLEV1,426,3
FLEV2,426,3
FLEV3,426,4
FLEV4,426,8
FLC,427,1
FLEV1,427,3
FLEV2,427,3
FLEV3,427,4
FLEV4,427,8
FLC,428,1
FLEV1,428,3
FLEV2,428,3
FLEV3,428,4
FLEV4,428,8
FLC,429,1
FLEV1,429,3
FLEV2,429,3
FLEV3,429,4
FLEV4,429,8
FLC,430,1
FLEV1,430,3
FLEV2,430,3
FLEV3,430,4
FLEV4,430,8
FLC,431,1
FLEV1,431,3
FLEV2,431,3
FLEV3,431,4
FLEV4,431,8
FLC,432,1
FLEV1,432,3
FLEV2,432,3
FLEV3,432,4
FLEV4,432,8
FLC,433,1
FLEV1,433,3
FLEV2,433,3
FLEV3,433,4
FLEV4,433,8
FLC,434,1
FLEV1,434,3
FLEV2,434,3
FLEV3,434,4
FLEV4,434,8
FLC,435,1
FLEV1,435,3
FLEV2,435,3
FLEV3,435,4
FLEV4,435,8
FLC,436,1
FLEV1,436,3
FLEV2,436,3
FLEV3,436,4
FLEV4,436,8
FLC,437,1
FLEV1,437,3
FLEV2,437,3
FLEV3,437,4
FLEV4,437,8
FLC,438,1
FLEV1,438,3
FLEV2,438,3
FLEV3,438,4
FLEV4,438,8
FLC,439,1
FLEV1,439,3
FLEV2,439,3
FLEV3,439,4
FLEV4,439,8
FLC,440,1
FLEV1,440,3
FLEV2,440,3
FLEV3,440,4
FLEV4,440,8
FLC,441,1
FLEV1,441,3
FLEV2,441,3
FLEV3,441,4
FLEV4,441,8
FLC,442,1
FLEV1,442,3
FLEV2,442,3
FLEV3,442,4
FLEV4,442,8
FLC,443,1
FLEV1,443,3
FLEV2,443,3
FLEV3,443,4
FLEV4,443,8
FLC,444,1
FLEV1,444,3
FLEV2,444,3
FLEV3,444,4
FLEV4,444,8
FLC,445,1
FLEV1,445,3
FLEV2,445,3
FLEV3,445,4
FLEV4,445,8
FLC,446,1
FLEV1,446,3
FLEV2,446,3
FLEV3,446,4
FLEV4,446,8
FLC,447,1
FLEV1,447,3
FLEV2,447,3
FLEV3,447,4
FLEV4,447,8
FLC,448,1
FLEV1,448,3
FLEV2,448,3
FLEV3,448,4
FLEV4,448,8
FLC,449,1
FLEV1,449,3
FLEV2,449,3
FLEV3,449,4
FLEV4,449,8
FLC,450,1
FLEV1,450,3
FLEV2,450,3
FLEV3,450,4
FLEV4,450,8
FLC,451,1
FLEV1,451,3
FLEV2,451,3
FLEV3,451,4
FLEV4,451,8
FLC,452,1
FLEV1,452,3
FLEV2,452,3
FLEV3,452,4
FLEV4,452,8
FLC,453,1
FLEV1,453,3
FLEV2,453,3
FLEV3,453,4
FLEV4,453,8
FLC,454,1
FLEV1,454,3
FLEV2,454,3
FLEV3,454,4
FLEV4,454,8
FLC,455,1
FLEV1,455,3
FLEV2,455,3
FLEV3,455,4
FLEV4,455,8
FLC,456,1
FLEV1,456,3
FLEV2,456,3
FLEV3,456,4
FLEV4,456,8
FLC,457,1
FLEV1,457,3
FLEV2,457,3
FLEV3,457,4
FLEV4,457,8
FLC,458,1
FLEV1,458,3
FLEV2,458,3
FLEV3,458,4
FLEV4,458,8
FLC,459,1
FLEV1,459,3
FLEV2,459,3
FLEV3,459,4
FLEV4,459,8
FLC,460,1
FLEV1,460,3
FLEV2,460,3
FLEV3,460,4
FLEV4,460,8
FLC,461,1
FLEV1,461,3
FLEV2,461,3
FLEV3,461,4
FLEV4,461,8
FLC,462,1
FLEV1,462,3
FLEV2,462,3
FLEV3,462,4
FLEV4,462,8
FLC,463,1
FLEV1,463,3
FLEV2,463,3
FLEV3,463,4
FLEV4,463,8
FLC,464,1
FLEV1,464,3
FLEV2,464,3
FLEV3,464,4
FLEV4,464,8
FLC,465,1
FLEV1,465,3
FLEV2,465,3
FLEV3,465,4
FLEV4,465,8
FLC,466,1
FLEV1,466,3
FLEV2,466,3
FLEV3,466,4
FLEV4,466,8
FLC,467,1
FLEV1,467,3
FLEV2,467,3
FLEV3,467,4
FLEV4,467,8
FLC,468,1
FLEV1,468,3
FLEV2,468,3
FLEV3,468,4
FLEV4,468,8
FLC,469,1
FLEV1,469,3
FLEV2,469,3
FLEV3,469,4
FLEV4,469,8
FLC,470,1
FLEV1,470,3
FLEV2,470,3
FLEV3,470,4
FLEV4,470,8
FLC,471,1
FLEV1,471,3
FLEV2,471,3
FLEV3,471,4
FLEV4,471,8
FLC,472,1
FLEV1,472,3
FLEV2,472,3
FLEV3,472,4
FLEV4,472,8
FLC,473,1
FLEV1,473,3
FLEV2,473,3
FLEV3,473,4
FLEV4,473,8
FLC,474,1
FLEV1,474,3
FLEV2,474,3
FLEV3,474,4
FLEV4,474,8
FLC,475,1
FLEV1,475,3
FLEV2,475,3
FLEV3,475,4
FLEV4,475,8
FLC,476,1
FLEV1,476,3
FLEV2,476,3
FLEV3,476,4
FLEV4,476,8
FLC,477,1
FLEV1,477,3
FLEV2,477,3
FLEV3,477,4
FLEV4,477,8
FLC,478,1
FLEV1,478,3
FLEV2,478,3
FLEV3,478,4
FLEV4,478,8
FLC,479,1
FLEV1,479,3
FLEV2,479,3
FLEV3,479,4
FLEV4,479,8
FLC,480,1
FLEV1,480,3
FLEV2,480,3
FLEV3,480,4
FLEV4,480,8
FLC,481,1
FLEV1,481,3
FLEV2,481,3
FLEV3,481,4
FLEV4,481,8
FLC,482,1
FLEV1,482,3
FLEV2,482,3
FLEV3,482,4
FLEV4,482,8
FLC,483,1
FLEV1,483,3
FLEV2,483,3
FLEV3,483,4
FLEV4,483,8
FLC,484,1
FLEV1,484,3
FLEV2,484,3
FLEV3,484,4
FLEV4,484,8
FLC,485,1
FLEV1,485,3
FLEV2,485,3
FLEV3,485,4
FLEV4,485,8
FLC,486,1
FLEV1,486,3
FLEV2,486,3
FLEV3,486,4
FLEV4,486,8
FLC,487,1
FLEV1,487,3
FLEV2,487,3
FLEV3,487,4
FLEV4,487,8
FLC,488,1
FLEV1,488,3
FLEV2,488,3
FLEV3,488,4
FLEV4,488,8
FLC,489,1
FLEV1,489,3
FLEV2,489,3
FLEV3,489,4
FLEV4,489,8
FLC,490,1
FLEV1,490,3
FLEV2,490,3
FLEV3,490,4
FLEV4,490,8
FLC,491,1
FLEV1,491,3
FLEV2,491,3
FLEV3,491,4
FLEV4,491,8
FLC,492,1
FLEV1,492,3
FLEV2,492,3
FLEV3,492,4
FLEV4,492,8
FLC,493,1
FLEV1,493,3
FLEV2,493,3
FLEV3,493,4
FLEV4,493,8
FLC,494,1
FLEV1,494,3
FLEV2,494,3
FLEV3,494,4
FLEV4,494,8
FLC,495,1
FLEV1,495,3
FLEV2,495,3
FLEV3,495,4
FLEV4,495,8
FLC,496,1
FLEV1,496,3
FLEV2,496,3
FLEV3,496,4
FLEV4,496,8
FLC,497,1
FLEV1,497,3
FLEV2,497,3
FLEV3,497,4
FLEV4,497,8
FLC,498,1
FLEV1,498,3
FLEV2,498,3
FLEV3,498,4
FLEV4,498,8
FLC,499,1
FLEV1,499,3
FLEV2,499,3
FLEV3,499,4
FLEV4,499,8
FLC,500,1
FLEV1,500,3
FLEV2,500,3
FLEV3,500,4
FLEV4,500,8
FLC,501,1
FLEV1,501,3
FLEV2,501,3
FLEV3,501,4
FLEV4,501,8
FLC,502,1
FLEV1,502,3
FLEV2,502,3
FLEV3,502,4
FLEV4,502,8
FLC,503,1
FLEV1,503,3
FLEV2,503,3
FLEV3,503,4
FLEV4,503,8
FLC,504,1
FLEV1,504,3
FLEV2,504,3
FLEV3,504,4
FLEV4,504,8
FLC,505,1
FLEV1,505,3
FLEV2,505,3
FLEV3,505,4
FLEV4,505,8
FLC,506,1
FLEV1,506,3
FLEV2,506,3
FLEV3,506,4
FLEV4,506,8
FLC,507,1
FLEV1,507,3
FLEV2,507,3
FLEV3,507,4
FLEV4,507,8
FLC,508,1
FLEV1,508,3
FLEV2,508,3
FLEV3,508,4
FLEV4,508,8
FLC,509,1
FLEV1,509,3
FLEV2,509,3
FLEV3,509,4
FLEV4,509,8
FLC,510,1
FLEV1,510,3
FLEV2,510,3
FLEV3,510,4
FLEV4,510,8
FLC,511,1
FLEV1,511,3
FLEV2,511,3
FLEV3,511,4
FLEV4,511,8
FLC,512,1
FLEV1,512,3
FLEV2,512,3
FLEV3,512,4
FLEV4,512,8
FLC,513,1
FLEV1,513,3
FLEV2,513,3
FLEV3,513,4
FLEV4,513,8
FLC,514,1
FLEV1,514,3
FLEV2,514,3
FLEV3,514,4
FLEV4,514,8
FLC,515,1
FLEV1,515,3
FLEV2,515,3
FLEV3,515,4
FLEV4,515,8
FLC,516,1
FLEV1,516,3
FLEV2,516,3
FLEV3,516,4
FLEV4,516,8
FLC,517,1
FLEV1,517,3
FLEV2,517,3
FLEV3,517,4
FLEV4,517,8
FLC,518,1
FLEV1,518,3
FLEV2,518,3
FLEV3,518,4
FLEV4,518,8
FLC,519,1
FLEV1,519,3
FLEV2,519,3
FLEV3,519,4
FLEV4,519,8
FLC,520,1
FLEV1,520,3
FLEV2,520,3
FLEV3,520,4
FLEV4,520,8
FLC,521,1
FLEV1,521,3
FLEV2,521,3
FLEV3,521,4
FLEV4,521,8
FLC,522,1
FLEV1,522,3
FLEV2,522,3
FLEV3,522,4
FLEV4,522,8
FLC,523,1
FLEV1,523,3
FLEV2,523,3
FLEV3,523,4
FLEV4,523,8
FLC,524,1
FLEV1,524,3
FLEV2,524,3
FLEV3,524,4
FLEV4,524,8
FLC,525,1
FLEV1,525,3
FLEV2,525,3
FLEV3,525,4
FLEV4,525,8
FLC,526,1
FLEV1,526,3
FLEV2,526,3
FLEV3,526,4
FLEV4,526,8
FLC,527,1
FLEV1,527,3
FLEV2,527,3
FLEV3,527,4
FLEV4,527,8
FLC,528,1
FLEV1,528,3
FLEV2,528,3
FLEV3,528,4
FLEV4,528,8
FLC,529,1
FLEV1,529,3
FLEV2,529,3
FLEV3,529,4
FLEV4,529,8
FLC,530,1
FLEV1,530,3
FLEV2,530,3
FLEV3,530,4
FLEV4,530,8
FLC,531,1
FLEV1,531,3
FLEV2,531,3
FLEV3,531,4
FLEV4,531,8
FLC,532,1
FLEV1,532,3
FLEV2,532,3
FLEV3,532,4
FLEV4,532,8
FLC,533,1
FLEV1,533,3
FLEV2,533,3
FLEV3,533,4
FLEV4,533,8
FLC,534,1
FLEV1,534,3
FLEV2,534,3
FLEV3,534,4
FLEV4,534,8
FLC,535,1
FLEV1,535,3
FLEV2,535,3
FLEV3,535,4
FLEV4,535,8
FLC,536,1
FLEV1,536,3
FLEV2,536,3
FLEV3,536,4
FLEV4,536,8
FLC,537,1
FLEV1,537,3
FLEV2,537,3
FLEV3,537,4
FLEV4,537,8
FLC,538,1
FLEV1,538,3
FLEV2,538,3
FLEV3,538,4
FLEV4,538,8
FLC,539,1
FLEV1,539,3
FLEV2,539,3
FLEV3,539,4
FLEV4,539,8
FLC,540,1
FLEV1,540,3
FLEV2,540,3
FLEV3,540,4
FLEV4,540,8
FLC,541,1
FLEV1,541,3
FLEV2,541,3
FLEV3,541,4
FLEV4,541,8
FLC,542,1
FLEV1,542,3
FLEV2,542,3
FLEV3,542,4
FLEV4,542,8
FLC,543,1
FLEV1,543,3
FLEV2,543,3
FLEV3,543,4
FLEV4,543,8
FLC,544,1
FLEV1,544,3
FLEV2,544,3
FLEV3,544,4
FLEV4,544,8
FLC,545,1
FLEV1,545,3
FLEV2,545,3
FLEV3,545,4
FLEV4,545,8
FLC,546,1
FLEV1,546,3
FLEV2,546,3
FLEV3,546,4
FLEV4,546,8
FLC,547,1
FLEV1,547,3
FLEV2,547,3
FLEV3,547,4
FLEV4,547,8
FLC,548,1
FLEV1,548,3
FLEV2,548,3
FLEV3,548,4
FLEV4,548,8
FLC,549,1
FLEV1,549,3
FLEV2,549,3
FLEV3,549,4
FLEV4,549,8
FLC,550,1
FLEV1,550,3
FLEV2,550,3
FLEV3,550,4
FLEV4,550,8
FLC,551,1
FLEV1,551,3
FLEV2,551,3
FLEV3,551,4
FLEV4,551,8
FLC,552,1
FLEV1,552,3
FLEV2,552,3
FLEV3,552,4
FLEV4,552,8
FLC,553,1
FLEV1,553,3
FLEV2,553,3
FLEV3,553,4
FLEV4,553,8
FLC,554,1
FLEV1,554,3
FLEV2,554,3
FLEV3,554,4
FLEV4,554,8
FLC,555,1
FLEV1,555,3
FLEV2,555,3
FLEV3,555,4
FLEV4,555,8
FLC,556,1
FLEV1,556,3
FLEV2,556,3
FLEV3,556,4
FLEV4,556,8
FLC,557,1
FLEV1,557,3
FLEV2,557,3
FLEV3,557,4
FLEV4,557,8
FLC,558,1
FLEV1,558,3
FLEV2,558,3
FLEV3,558,4
FLEV4,558,8
FLC,559,1
FLEV1,559,3
FLEV2,559,3
FLEV3,559,4
FLEV4,559,8
FLC,560,1
FLEV1,560,3
FLEV2,560,3
FLEV3,560,4
FLEV4,560,8
FLC,561,1
FLEV1,561,3
FLEV2,561,3
FLEV3,561,4
FLEV4,561,8
FLC,562,1
FLEV1,562,3
FLEV2,562,3
FLEV3,562,4
FLEV4,562,8
FLC,563,1
FLEV1,563,3
FLEV2,563,3
FLEV3,563,4
FLEV4,563,8
FLC,564,1
FLEV1,564,3
FLEV2,564,3
FLEV3,564,4
FLEV4,564,8
FLC,565,1
FLEV1,565,3
FLEV2,565,3
FLEV3,565,4
FLEV4,565,8
FLC,566,1
FLEV1,566,3
FLEV2,566,3
FLEV3,566,4
FLEV4,566,8
FLC,567,1
FLEV1,567,3
FLEV2,567,3
FLEV3,567,4
FLEV4,567,8
FLC,568,1
FLEV1,568,3
FLEV2,568,3
FLEV3,568,4
FLEV4,568,8
FLC,569,1
FLEV1,569,3
FLEV2,569,3
FLEV3,569,4
FLEV4,569,8
FLC,570,1
FLEV1,570,3
FLEV2,570,3
FLEV3,570,4
FLEV4,570,8
FLC,571,1
FLEV1,571,3
FLEV2,571,3
FLEV3,571,4
FLEV4,571,8
FLC,572,1
FLEV1,572,3
FLEV2,572,3
FLEV3,572,4
FLEV4,572,8
FLC,573,1
FLEV1,573,3
FLEV2,573,3
FLEV3,573,4
FLEV4,573,8
FLC,574,1
FLEV1,574,3
FLEV2,574,3
FLEV3,574,4
FLEV4,574,8
FLC,575,1
FLEV1,575,3
FLEV2,575,3
FLEV3,575,4
FLEV4,575,8
FLC,576,1
FLEV1,576,3
FLEV2,576,3
FLEV3,576,4
FLEV4,576,8
FLC,577,1
FLEV1,577,3
FLEV2,577,3
FLEV3,577,4
FLEV4,577,8
FLC,578,1
FLEV1,578,3
FLEV2,578,3
FLEV3,578,4
FLEV4,578,8
FLC,579,1
FLEV1,579,3
FLEV2,579,3
FLEV3,579,4
FLEV4,579,8
FLC,580,1
FLEV1,580,3
FLEV2,580,3
FLEV3,580,4
FLEV4,580,8
FLC,581,1
FLEV1,581,3
FLEV2,581,3
FLEV3,581,4
FLEV4,581,8
FLC,582,1
FLEV1,582,3
FLEV2,582,3
